  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
19-025331 O US IA FORT MADISON     40 40 02.41N 091 20 07.81W CATENARY           1 00071 00753 U 1 A U                A 2013330 
19-025327 O US IA FORT MADISON     40 40 02.42N 091 20 08.70W T-L TWR            1 00075 00756 U 1 A U                A 2013330 
19-026930 O US IA CENTERVILLE      40 40 02.55N 092 53 35.55W POLE               1 00032 01032 U 1 A U                A 2014024 
19-060130 O US IA BEDFORD          40 40 02.65N 094 49 53.85W WINDMILL           1 00499 01682 W 4 D W 2019WTE08935OE A 2020234 
19-025324 O US IA FORT MADISON     40 40 04.55N 091 19 22.56W ELEVATOR           1 00071 00772 U 1 A U                A 2013330 
19-025322 O US IA FORT MADISON     40 40 06.73N 091 19 36.76W POLE               1 00039 00732 U 1 B U                A 2013330 
19-060286 O US IA BEDFORD          40 40 07.52N 094 51 32.58W WINDMILL           1 00499 01632 W 4 D W 2019WTE08897OE A 2020272 
19-060261 O US IA BEDFORD          40 40 08.46N 094 51 15.87W WINDMILL           1 00499 01571 W 4 D W 2019WTE08898OE A 2020281 
19-053126 U US IA WEST GROVE       40 40 09.70N 092 34 05.56W MET                1 00199 01155 N 4 D S 2018WTE01380OE C 2018327 
19-025332 O US IA FORT MADISON     40 40 11.80N 091 19 51.84W CATENARY           1 00045 00747 U 1 A U                A 2013330 
19-025323 O US IA FORT MADISON     40 40 11.88N 091 19 52.09W POLE               1 00046 00748 U 1 A U                A 2013330 
19-025333 O US IA FORT MADISON     40 40 12.58N 091 19 52.08W CATENARY           1 00045 00748 U 1 A U                A 2013330 
19-059816 O US IA BEDFORD          40 40 14.73N 094 47 09.76W WINDMILL           1 00499 01684 W 4 D W 2019WTE08927OE A 2020168 
19-060964 O US IA BEDFORD          40 40 15.17N 094 41 45.20W TOWER              1 00304 01500 D 1 A N 2020ACE00394OE A 2020346 
19-025310 O US IA FORT MADISON     40 40 16.34N 091 20 03.59W T-L TWR            1 00063 00764 U 1 A U                A 2013330 
19-001187 U US IA KEOSAUQUA        40 40 24.00N 091 56 11.00W TOWER              1 00415 01170 D 4 D N 1994ACE00186OE C 2014124 
19-025311 O US IA FORT MADISON     40 40 24.91N 091 19 45.98W ELEVATOR           1 00085 00776 U 1 A U                A 2013330 
19-026939 O US IA CENTERVILLE      40 40 26.63N 092 53 18.77W ELEVATOR           1 00067 01070 U 1 A U                A 2014024 
19-002861 U US IA MOUNT STERLING   40 40 30.10N 091 55 45.60W TOWER              1 00310 01057 D 4 D N 2005ACE01825OE C 2014124 
19-001773 U US IA BEDFORD          40 40 32.00N 094 40 45.00W TOWER              1 00423 01673 R 4 D M 2000ACE01535OE C 2014124 
19-026932 O US IA CENTERVILLE      40 40 36.41N 092 54 27.81W ELEVATOR           1 00071 01070 U 1 A U                A 2014024 
19-025312 O US IA FORT MADISON     40 40 42.64N 091 20 05.27W POLE               1 00048 00752 U 1 A U                A 2013330 
19-026884 O US IA CENTERVILLE      40 40 44.93N 092 53 54.07W ELEC SYS           1 00002 01022 U 1 A U                A 2014024 
19-026883 O US IA CENTERVILLE      40 40 45.01N 092 53 53.77W ELEC SYS           1 00002 01022 U 1 A U                A 2014024 
19-026882 O US IA CENTERVILLE      40 40 45.59N 092 53 50.36W FENCE              1 00006 01023 U 1 A U                A 2014024 
19-026885 O US IA CENTERVILLE      40 40 46.64N 092 53 55.37W ELEC SYS           1 00002 01023 U 1 A U                A 2014024 
19-026886 O US IA CENTERVILLE      40 40 47.58N 092 53 58.33W FENCE              1 00005 01024 U 1 A U                A 2014024 
19-026881 O US IA CENTERVILLE      40 40 48.04N 092 53 58.55W FENCE              1 00005 01024 U 2 C U                A 2014024 
19-026887 O US IA CENTERVILLE      40 40 48.51N 092 53 56.32W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-001063 O US IA SIDNEY           40 40 50.00N 095 40 24.00W TOWER              1 00263 01486 M 5 D N 2004ACE01484OE C 2005093 
19-026888 O US IA CENTERVILLE      40 40 50.27N 092 53 57.25W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026935 O US IA CENTERVILLE      40 40 51.30N 092 53 58.52W NAVAID             1 00005 01026 U 1 A U                A 2014024 
19-026889 O US IA CENTERVILLE      40 40 51.52N 092 53 53.53W FENCE              1 00006 01026 U 1 A U                A 2014024 
19-026892 O US IA CENTERVILLE      40 40 51.62N 092 54 00.44W FENCE              1 00005 01025 U 1 A U                A 2014024 
19-026891 O US IA CENTERVILLE      40 40 52.45N 092 53 57.02W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026894 O US IA CENTERVILLE      40 40 53.90N 092 53 59.11W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026893 O US IA CENTERVILLE      40 40 54.02N 092 53 54.76W FENCE              1 00006 01029 U 1 A U                A 2014024 
19-026895 O US IA CENTERVILLE      40 40 54.53N 092 54 01.95W FENCE              1 00006 01028 U 1 A U                A 2014024 
19-026898 O US IA CENTERVILLE      40 40 54.53N 092 54 08.09W FENCE              1 00006 01028 U 1 A U                A 2014024 
19-026900 O US IA CENTERVILLE      40 40 54.54N 092 54 11.26W FENCE              1 00005 01026 U 1 A U                A 2014024 
19-026897 O US IA CENTERVILLE      40 40 54.55N 092 54 04.85W FENCE              1 00006 01027 U 1 A U                A 2014024 
19-026890 O US IA CENTERVILLE      40 40 54.58N 092 53 46.39W FENCE              1 00006 01024 U 1 A U                A 2014024 
19-002511 O US IA NEBRASKA CITY    40 40 55.81N 095 47 32.32W TOWER              1 00265 01185 D 2 C N 2003ACE00826OE C 2008326 
19-026896 O US IA CENTERVILLE      40 40 56.05N 092 53 58.87W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-060154 O US IA BEDFORD          40 40 57.21N 094 51 47.46W WINDMILL           1 00499 01675 W 4 D W 2019WTE08895OE A 2020241 
19-000423 O US IA BEDFORD          40 40 57.31N 094 43 26.52W TOWER              1 00400 01622 R 4 D P 2018ACE05352OE C 2018214 
19-026899 O US IA CENTERVILLE      40 40 57.45N 092 54 00.97W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026901 O US IA CENTERVILLE      40 40 59.29N 092 54 01.88W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026915 O US IA CENTERVILLE      40 40 59.51N 092 53 54.11W POLE               1 00031 01050 U 1 A U                A 2014024 
19-026902 O US IA CENTERVILLE      40 41 01.16N 092 54 02.83W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
19-026905 O US IA CENTERVILLE      40 41 01.55N 092 54 14.26W FENCE              1 00007 01029 U 1 A U                A 2014024 
19-026904 O US IA CENTERVILLE      40 41 02.93N 092 54 03.72W ELEC SYS           1 00001 01024 U 1 A U                A 2014024 
19-026903 O US IA CENTERVILLE      40 41 03.26N 092 54 02.56W ELEC SYS           1 00002 01024 U 1 A U                A 2014024 
19-026906 O US IA CENTERVILLE      40 41 03.74N 092 54 14.31W FENCE              1 00006 01030 U 1 A U                A 2014024 
19-026907 O US IA CENTERVILLE      40 41 10.05N 092 54 14.40W FENCE              1 00006 01029 U 1 A U                A 2014024 
19-026943 O US IA CENTERVILLE      40 41 13.87N 092 54 02.89W BLDG               1 00019 01038 U 1 A U                A 2014024 
19-060176 O US IA BEDFORD          40 41 14.05N 094 51 32.89W WINDMILL           1 00499 01675 N 4 D W 2019WTE08893OE A 2020244 
19-026926 O US IA CENTERVILLE      40 41 14.05N 092 53 59.88W GEN UTIL           1 00007 01024 U 1 A U                A 2014024 
19-060202 O US IA BEDFORD          40 41 14.41N 094 51 15.94W WINDMILL           1 00499 01581 W 4 D W 2019WTE08894OE A 2020245 
19-026942 O US IA CENTERVILLE      40 41 15.42N 092 54 02.81W BLDG               1 00021 01040 U 1 A U                A 2014024 
19-026908 O US IA CENTERVILLE      40 41 15.52N 092 54 10.22W ELEC SYS           1 00001 01023 U 1 A U                A 2014024 
