  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
17-022288 O US IL PRAIRIE CENTER   41 24 35.09N 088 56 27.35W TOWER              1 00255 00879 D 1 A N 2012AGL05712OE A 2012264 
17-083819 U US IL MONEE            41 24 35.60N 087 45 54.35W TOWER              1 00199 01030 N 4 D N 2021AGL21438OE A 2021286 
17-059193 U US IL OTTAWA           41 24 35.86N 088 50 42.72W T-L TWR            1 00078 00704 N 4 D N 2011AGL03553OE A 2018027 
17-002982 O US IL CHANNAHON        41 24 36.20N 088 13 39.30W TOWER              1 00263 00798 D 4 D N 2023AGL23051OE C 2023356 
17-068126 U US IL MORRIS           41 24 36.46N 088 22 12.60W T-L TWR            1 00127 00655 N 4 D N 2018AGL16229OE C 2018295 
17-001205 O US IL COAL VALLEY      41 24 38.00N 090 25 55.00W TOWER              1 00265 00997 R 5 D U 1980AGL00534OE C 2014138 
17-001618 O US IL CHANNAHON        41 24 39.00N 088 10 40.00W STACK              1 00360 00910 R 3 C N                C 2014138 
17-059232 U US IL OTTAWA           41 24 39.12N 088 47 45.82W T-L TWR            1 00113 00675 N 4 D N 2011AGL03573OE A 2017307 
17-059200 U US IL OTTAWA           41 24 39.14N 088 47 37.74W T-L TWR            1 00088 00671 N 4 D N 2011AGL03574OE A 2018027 
17-059165 U US IL OTTAWA           41 24 39.17N 088 47 29.66W T-L TWR            1 00078 00679 N 4 D N 2011AGL03575OE A 2018027 
17-059233 U US IL OTTAWA           41 24 39.19N 088 47 21.59W T-L TWR            1 00078 00664 N 4 D N 2011AGL03576OE A 2018027 
17-029738 O US IL OTTAWA           41 24 39.21N 088 47 13.51W T-L TWR            1 00108 00645 N 5 D N 2011AGL03577OE A 2015341 
17-059166 U US IL OTTAWA           41 24 39.23N 088 47 05.43W T-L TWR            1 00078 00635 N 4 D N 2011AGL03578OE A 2018027 
17-059167 U US IL OTTAWA           41 24 39.25N 088 46 57.36W T-L TWR            1 00078 00625 N 4 D N 2011AGL03579OE A 2018027 
17-059234 U US IL OTTAWA           41 24 39.26N 088 46 50.68W T-L TWR            1 00100 00609 N 4 D N 2011AGL03580OE A 2017307 
17-059201 U US IL OTTAWA           41 24 39.28N 088 46 43.39W T-L TWR            1 00100 00605 N 4 D N 2011AGL03581OE A 2017307 
17-059168 U US IL OTTAWA           41 24 39.29N 088 46 38.22W T-L TWR            1 00100 00606 N 4 D N 2011AGL03582OE A 2017300 
17-059235 U US IL OTTAWA           41 24 39.31N 088 46 28.81W T-L TWR            1 00078 00659 N 4 D N 2011AGL03583OE A 2018027 
17-028153 O US IL PERU             41 24 39.49N 089 09 57.95W BLDG               1 00043 00705 U 1 A U                A 2014024 
17-000102 O US IL MANHATTAN        41 24 40.00N 087 59 17.00W TOWER              1 00260 00920 D 4 D N 2014AGL06275OE C 2017033 
17-059203 U US IL OTTAWA           41 24 40.45N 088 46 21.79W T-L TWR            1 00083 00664 N 4 D N 2011AGL03584OE A 2018027 
17-059222 U US IL OTTAWA           41 24 40.53N 088 45 17.56W UTILITY POLE       1 00031 00644 N 4 D N 2011AGL03608OE A 2018027 
17-028154 O US IL PERU             41 24 40.87N 089 08 43.09W POLE               1 00032 00695 U 1 A U                A 2014024 
17-063023 U US IL MORRIS           41 24 41.00N 088 25 22.00W BRIDGE             1 00017 00575 N 4 D N 2016AGL08095OE A 2018024 
17-059244 U US IL OTTAWA           41 24 41.10N 088 45 20.28W T-L TWR            1 00083 00696 N 4 D N 2011AGL03607OE A 2018027 
17-059175 U US IL OTTAWA           41 24 41.18N 088 45 20.85W UTILITY POLE       1 00034 00646 N 4 D N 2011AGL03606OE A 2018027 
17-059159 U US IL OTTAWA           41 24 41.41N 088 50 42.70W T-L TWR            1 00078 00706 N 4 D N 2011AGL03554OE A 2018027 
17-059169 U US IL OTTAWA           41 24 41.59N 088 46 17.60W T-L TWR            1 00083 00668 N 4 D N 2011AGL03585OE A 2018027 
17-059215 U US IL OTTAWA           41 24 41.60N 088 50 33.12W T-L TWR            1 00078 00702 N 4 D N 2011AGL03555OE A 2018027 
17-059194 U US IL OTTAWA           41 24 41.78N 088 50 23.54W T-L TWR            1 00078 00702 N 4 D N 2011AGL03556OE A 2018027 
17-059220 U US IL OTTAWA           41 24 41.81N 088 45 23.93W T-L TWR            1 00078 00690 N 4 D N 2011AGL03605OE A 2018027 
17-059195 U US IL OTTAWA           41 24 41.97N 088 50 13.97W T-L TWR            1 00088 00710 N 4 D N 2011AGL03557OE A 2018027 
17-083212 O US IL ILLINOIS CITY    41 24 42.03N 090 58 45.39W TOWER              1 00220 00953 D 4 D N 2019AGL19775OE A 2021174 
17-059164 U US IL OTTAWA           41 24 42.28N 088 47 51.30W T-L TWR            1 00108 00676 N 4 D N 2011AGL03572OE A 2017307 
17-059243 U US IL OTTAWA           41 24 42.53N 088 45 27.63W T-L TWR            1 00078 00691 N 4 D N 2011AGL03604OE A 2018027 
17-059218 U US IL OTTAWA           41 24 42.56N 088 50 04.51W T-L TWR            1 00088 00710 N 4 D N 2011AGL03559OE A 2018027 
17-059236 U US IL OTTAWA           41 24 42.72N 088 46 13.39W T-L TWR            1 00088 00676 N 4 D N 2011AGL03586OE A 2018027 
17-059160 U US IL OTTAWA           41 24 42.75N 088 49 54.93W T-L TWR            1 00078 00700 N 4 D N 2011AGL03558OE A 2018027 
17-059174 U US IL OTTAWA           41 24 42.83N 088 45 29.58W UTILITY POLE       1 00030 00643 N 4 D N 2011AGL03603OE A 2018027 
17-059196 U US IL OTTAWA           41 24 42.94N 088 49 45.35W T-L TWR            1 00078 00699 N 4 D N 2011AGL03560OE A 2018027 
17-059217 U US IL OTTAWA           41 24 43.02N 088 45 30.79W T-L TWR            1 00078 00690 N 4 D N 2011AGL03602OE A 2018027 
17-059161 U US IL OTTAWA           41 24 43.13N 088 49 35.78W T-L TWR            1 00078 00699 N 4 D N 2011AGL03561OE A 2018027 
17-059212 U US IL OTTAWA           41 24 43.15N 088 45 32.19W UTILITY POLE       1 00031 00642 N 4 D N 2011AGL03601OE A 2018027 
17-059221 U US IL OTTAWA           41 24 43.32N 088 49 26.20W T-L TWR            1 00078 00699 N 4 D N 2011AGL03562OE A 2018027 
17-059242 U US IL OTTAWA           41 24 43.32N 088 45 33.90W T-L TWR            1 00078 00690 N 4 D N 2011AGL03600OE A 2018027 
17-059173 U US IL OTTAWA           41 24 43.47N 088 45 37.40W T-L TWR            1 00078 00688 N 4 D N 2011AGL03599OE A 2018027 
17-059240 U US IL OTTAWA           41 24 43.48N 088 45 49.59W T-L TWR            1 00078 00684 N 4 D N 2011AGL03594OE A 2018027 
17-059209 U US IL OTTAWA           41 24 43.49N 088 45 47.64W UTILITY POLE       1 00030 00636 N 4 D N 2011AGL03595OE A 2018027 
17-059224 U US IL OTTAWA           41 24 43.50N 088 49 16.63W T-L TWR            1 00078 00697 N 4 D N 2011AGL03563OE A 2018027 
17-059172 U US IL OTTAWA           41 24 43.51N 088 45 45.13W T-L TWR            1 00078 00686 N 4 D N 2011AGL03596OE A 2018027 
17-059239 U US IL OTTAWA           41 24 43.52N 088 45 53.82W T-L TWR            1 00078 00683 N 4 D N 2011AGL03593OE A 2018027 
17-059241 U US IL OTTAWA           41 24 43.53N 088 45 42.78W UTILITY POLE       1 00030 00638 N 4 D N 2011AGL03597OE A 2018027 
17-059171 U US IL OTTAWA           41 24 43.54N 088 45 54.98W UTILITY POLE       1 00034 00640 N 4 D N 2011AGL03592OE A 2018027 
17-059211 U US IL OTTAWA           41 24 43.56N 088 45 41.10W T-L TWR            1 00078 00688 N 4 D N 2011AGL03598OE A 2018027 
17-059206 U US IL OTTAWA           41 24 43.57N 088 45 58.05W T-L TWR            1 00083 00685 N 4 D N 2011AGL03591OE A 2018027 
17-059238 U US IL OTTAWA           41 24 43.61N 088 46 02.27W T-L TWR            1 00088 00682 N 4 D N 2011AGL03590OE A 2018027 
17-059197 U US IL OTTAWA           41 24 43.69N 088 49 07.05W T-L TWR            1 00078 00698 N 4 D N 2011AGL03564OE A 2018027 
17-059170 U US IL OTTAWA           41 24 43.78N 088 46 07.20W UTILITY POLE       1 00040 00614 N 4 D N 2011AGL03589OE A 2018027 
17-059205 U US IL OTTAWA           41 24 43.85N 088 46 09.19W T-L TWR            1 00083 00680 N 4 D N 2011AGL03588OE A 2018027 
17-059162 U US IL OTTAWA           41 24 43.88N 088 48 57.47W T-L TWR            1 00078 00695 N 4 D N 2011AGL03565OE A 2018027 
17-059237 U US IL OTTAWA           41 24 43.88N 088 46 10.85W UTILITY POLE       1 00038 00632 N 4 D N 2011AGL03587OE A 2018027 
17-059226 U US IL OTTAWA           41 24 44.07N 088 48 47.90W T-L TWR            1 00078 00696 N 4 D N 2011AGL03566OE A 2018027 
17-059198 U US IL OTTAWA           41 24 44.25N 088 48 38.32W T-L TWR            1 00078 00696 N 4 D N 2011AGL03567OE A 2018027 
17-061571 U US IL CHANNAHON        41 24 44.38N 088 11 16.43W POLE               1 00085 00640 N 4 D N 2016AGL00391OE A 2018026 
17-059163 U US IL OTTAWA           41 24 44.44N 088 48 28.74W T-L TWR            1 00078 00695 N 4 D N 2011AGL03568OE A 2018027 
17-059228 U US IL OTTAWA           41 24 44.65N 088 48 18.25W T-L TWR            1 00078 00694 N 4 D N 2011AGL03569OE A 2018027 
17-059230 U US IL OTTAWA           41 24 44.86N 088 48 07.14W T-L TWR            1 00088 00692 N 4 D N 2011AGL03570OE A 2018027 
17-059199 U US IL OTTAWA           41 24 45.08N 088 47 56.16W T-L TWR            1 00108 00682 N 4 D N 2011AGL03571OE A 2017306 
17-002674 O US IL ANNAWAN          41 24 46.00N 089 56 01.00W TOWER              1 00358 00983 D 5 D N 2003AGL02776OE C 2003321 
17-001850 O US IL CHERRY           41 24 47.00N 089 16 34.00W TOWER              1 00499 01185 R 5 D M 1988AGL01744OE C 2014138 
17-000759 O US IL MINOOKA          41 24 47.00N 088 18 02.00W STACK              2 00250 00781 R 5 D M 1972AGL01655OE C 2014138 
17-001753 O US IL MONEE            41 24 47.00N 087 45 57.00W TOWER              1 00210 01044 D 5 D N 1987AGL00755OE C 2014138 
17-059176 U US IL OTTAWA           41 24 47.75N 088 45 20.45W T-L TWR            1 00098 00704 N 4 D N 2011AGL03609OE A 2018027 
17-000825 O US IL MONEE            41 24 48.00N 087 46 02.00W TOWER              1 00259 01084 R 5 D M 1996AGL03753OE C 2014138 
17-001619 O US IL CHANNAHON        41 24 48.00N 088 11 04.00W STACK              2 00220 00780 N 3 C N                C 2014138 
17-022409 O US IL MORRIS           41 24 48.04N 088 20 01.33W STACK              1 00217 00742 R 5 D N 2011AGL03048OE A 2012346 
17-075012 O US IL MONEE            41 24 48.09N 087 43 56.85W TANK               1 00155 00942 R 2 C P 2018AGL16894OE A 2020153 
17-002063 O US IL CHANNAHON        41 24 49.00N 088 11 04.00W REFINERY           1 00332 00885 R 5 D N 1991AGL01607OE C 2014138 
17-002678 O US IL ELWOOD           41 24 50.00N 088 02 19.00W TOWER              1 00260 00910 D 5 D N 1999AGL02195OE C 2014138 
17-000643 O US IL SAND RIDGE       41 24 50.00N 088 19 52.00W BLDG               1 00254 00780 U 4 D M 0070_CH00412OE C 2014124 
17-021344 O US IL LASALLE          41 24 50.19N 089 04 03.87W TOWER              1 00200 00842 N 1 A N 2010AGL03091OE A 2011138 
17-022411 O US IL MORRIS           41 24 50.62N 088 19 56.74W STACK              1 00248 00773 R 5 D N 2011AGL03049OE A 2012346 
17-020951 O US IL OAK GROVE        41 24 52.59N 090 33 30.05W TOWER              1 00198 00921 N 1 A N 2010AGL03479OE A 2010253 
17-022210 O US IL MORRIS           41 24 52.63N 088 20 13.84W STACK              1 00238 00763 F 5 D P 2011AGL03047OE A 2012237 
17-059177 U US IL OTTAWA           41 24 54.48N 088 45 20.60W T-L TWR            1 00088 00705 N 4 D N 2011AGL03610OE A 2018027 
17-001549 O US IL MORRIS           41 24 55.00N 088 18 25.00W TOWER              1 00320 00850 R 5 D M 1997AGL00094OE C 2014138 
17-001600 O US IL MINOOKA          41 24 55.68N 088 16 18.96W TOWER              1 00463 01073 R 4 D P 2022AGL26250OE C 2023111 
17-001620 O US IL CHANNAHON        41 24 56.00N 088 11 02.00W STACK              1 00200 00760 N 3 C N                C 2014138 
17-000256 O US IL EAST MOLINE      41 24 57.00N 090 23 54.00W TOWER              2 00264 00984 R 4 D M 1984AGL02184OE C 2014138 
17-063024 U US IL MORRIS           41 24 57.00N 088 25 22.00W BRIDGE             1 00017 00580 N 4 D N 2016AGL08096OE A 2018024 
17-059245 U US IL OTTAWA           41 25 01.20N 088 45 20.76W T-L TWR            1 00088 00709 N 4 D N 2011AGL03611OE A 2018027 
17-063025 U US IL MORRIS           41 25 02.00N 088 25 22.00W BRIDGE             1 00017 00583 N 4 D N 2016AGL08097OE A 2018024 
17-029358 O US IL CRETE            41 25 04.44N 087 33 45.19W TOWER              1 00195 00907 N 2 C N 2014AGL04693OE A 2015264 
17-059225 U US IL OTTAWA           41 25 07.92N 088 45 20.91W T-L TWR            1 00093 00724 N 4 D N 2011AGL03612OE A 2018027 
17-025037 O US IL MOLINE           41 25 09.55N 090 29 33.34W T-L TWR            1 00069 00797 U 1 B U                A 2013235 
17-029834 O US IL MINOOKA          41 25 10.01N 088 16 37.89W TOWER              1 00197 00823 N 5 D N 2015AGL16176OE A 2016005 
17-059178 U US IL OTTAWA           41 25 14.65N 088 45 21.07W T-L TWR            1 00093 00730 N 4 D N 2011AGL03613OE A 2018027 
17-002504 O US IL ANNAWAN          41 25 14.80N 089 52 31.62W TOWER              1 00345 00960 D 4 D N 2022AGL06274OE C 2023142 
17-025038 O US IL MOLINE           41 25 15.50N 090 28 54.36W T-L TWR            1 00080 00794 U 1 B U                A 2013235 
17-000144 O US IL CRETE            41 25 16.52N 087 38 39.23W TOWER              1 00335 01108 R 2 C P 2010AGL01559OE C 2010197 
17-073779 O US IL CRETE            41 25 16.98N 087 38 39.17W TOWER              1 00345 01116 D 4 D N 2018AGL16845OE A 2019254 
17-028908 O US IL MONEE            41 25 18.35N 087 40 52.68W TOWER              1 00115 00880 N 1 A N 2014AGL06877OE A 2015020 
17-059246 U US IL OTTAWA           41 25 21.37N 088 45 21.22W T-L TWR            1 00098 00731 N 4 D N 2011AGL03614OE A 2018027 
17-021489 O US IL OTTAWA           41 25 22.26N 088 46 11.01W TOWER              1 00200 00784 N 1 A N 2010AGL03088OE A 2011172 
17-063026 U US IL MORRIS           41 25 26.00N 088 25 23.00W BRIDGE             1 00017 00590 N 4 D N 2016AGL08099OE A 2018024 
17-059227 U US IL OTTAWA           41 25 28.09N 088 45 21.38W T-L TWR            1 00093 00717 N 4 D N 2011AGL03615OE A 2018027 
17-001742 O US IL MOLINE           41 25 29.00N 090 32 06.00W T-L TWR            1 00107 00807 U 1 A U                C 2014138 
17-025039 O US IL MOLINE           41 25 32.84N 090 28 49.41W T-L TWR            1 00075 00796 U 1 B U                A 2013235 
17-021390 O US IL BUFFALO          41 25 32.90N 090 44 47.49W TOWER              1 00200 00946 N 2 C N 2010AGL03230OE A 2011161 
17-021604 O US IL MONEE            41 25 34.06N 087 48 13.75W TOWER              1 00196 00986 N 5 D N 2010AGL01591OE A 2011201 
17-059179 U US IL OTTAWA           41 25 34.52N 088 45 21.52W T-L TWR            1 00093 00713 N 4 D N 2011AGL03616OE A 2018027 
17-059934 U US IL MONEE            41 25 35.90N 087 44 26.00W POLE               1 00060 00840 N 4 D N 2013AGL02897OE A 2018027 
17-001105 O US IL GENESEO          41 25 36.00N 090 16 28.00W TOWER              1 00276 01001 R 5 D M 1996AGL04235OE C 2014138 
17-063027 U US IL MORRIS           41 25 36.00N 088 25 23.00W BRIDGE             1 00017 00594 N 4 D N 2016AGL08100OE A 2018024 
17-029823 O US IL MILAN            41 25 37.36N 090 33 54.07W TOWER              1 00166 00837 N 2 C N 2015AGL16002OE A 2015365 
17-059247 U US IL OTTAWA           41 25 40.65N 088 45 21.66W T-L TWR            1 00093 00706 N 4 D N 2011AGL03617OE A 2018027 
17-028504 O US IL MORRIS           41 25 41.39N 088 25 24.11W T-L TWR            1 00039 00621 N 5 D N 2014AGL00420OE A 2014107 
17-028505 O US IL MORRIS           41 25 42.25N 088 25 24.13W T-L TWR            1 00030 00612 N 5 D N 2014AGL00419OE A 2014107 
17-021569 O US IL MANHATTEN        41 25 43.75N 087 59 02.94W TOWER              1 00139 00816 N 2 C N 2010AGL03036OE A 2011199 
17-003015 O US IL TAYLOR RIDGE     41 25 44.00N 090 46 56.00W TOWER              1 00265 01002 D 5 D N 2001AGL07455OE C 2003075 
17-000123 O US IL MORRIS           41 25 45.00N 088 26 57.00W TOWER              1 00150 00730 R 5 D U 1979AGL00574OE C 2014138 
17-002115 O US IL CRETE            41 25 45.10N 087 35 32.10W TOWER              1 00230 00953 R 4 D P 2011AGL03154OE C 2012265 
17-028731 O US IL MONEE            41 25 45.55N 087 45 12.61W TOWER              1 00155 00935 N 1 A N 2014AGL00983OE A 2014224 
17-059229 U US IL OTTAWA           41 25 46.27N 088 45 21.79W T-L TWR            1 00078 00690 N 4 D N 2011AGL03618OE A 2018027 
17-059180 U US IL OTTAWA           41 25 46.80N 088 45 26.80W T-L TWR            1 00078 00693 N 4 D N 2011AGL03619OE A 2018027 
17-063028 U US IL MORRIS           41 25 48.00N 088 25 23.00W BRIDGE             1 00017 00604 N 4 D N 2016AGL08101OE A 2018024 
17-028509 O US IL MORRIS           41 25 48.19N 088 25 22.73W T-L TWR            1 00048 00633 N 5 D N 2014AGL00412OE A 2014107 
17-028506 O US IL MORRIS           41 25 48.28N 088 25 32.41W T-L TWR            1 00034 00616 N 5 D N 2014AGL00416OE A 2014107 
17-028508 O US IL MORRIS           41 25 48.31N 088 25 27.99W T-L TWR            1 00034 00619 N 5 D N 2014AGL00418OE A 2014107 
17-028511 O US IL MORRIS           41 25 48.38N 088 25 24.25W T-L TWR            1 00048 00633 N 5 D N 2014AGL00413OE A 2014107 
17-028510 O US IL MORRIS           41 25 48.41N 088 25 25.61W T-L TWR            1 00034 00619 N 5 D N 2014AGL00414OE A 2014107 
17-028513 O US IL MORRIS           41 25 48.42N 088 25 33.24W T-L TWR            1 00034 00616 N 5 D N 2014AGL00417OE A 2014107 
17-028507 O US IL MORRIS           41 25 48.47N 088 25 30.14W T-L TWR            1 00034 00616 N 5 D N 2014AGL00415OE A 2014107 
17-087699 U US IL MONEE            41 25 48.80N 087 46 15.65W BLDG               1 00055 00841 N 4 D N 2022AGL11465OE A 2023331 
17-087698 U US IL MONEE            41 25 48.86N 087 46 08.17W BLDG               1 00055 00841 N 4 D N 2022AGL11464OE A 2023331 
17-028512 O US IL MORRIS           41 25 50.21N 088 25 23.11W T-L TWR            1 00048 00631 N 5 D N 2013AGL12360OE A 2014107 
17-063029 U US IL MORRIS           41 25 51.00N 088 25 24.00W BRIDGE             1 00017 00604 N 4 D N 2016AGL08102OE A 2018024 
17-085131 U US IL MORRIS           41 25 51.13N 088 25 40.79W BLDG               1 00050 00637 N 4 D N 2020AGL17616OE A 2022308 
17-085130 U US IL MORRIS           41 25 51.34N 088 25 31.87W BLDG               1 00050 00637 U 4 D U 2020AGL17615OE A 2022289 
17-003087 O US IL CRETE            41 25 52.10N 087 32 45.80W TOWER              1 00199 00898 N 2 C N 2002AGL04966OE C 2004228 
17-059248 U US IL OTTAWA           41 25 53.96N 088 45 33.65W T-L TWR            1 00088 00685 N 4 D N 2011AGL03620OE A 2018027 
17-063030 U US IL MORRIS           41 25 55.00N 088 25 24.00W BRIDGE             1 00017 00602 N 4 D N 2016AGL08103OE A 2018024 
17-059249 U US IL OTTAWA           41 25 56.66N 088 45 34.58W T-L TWR            1 00078 00678 N 4 D N 2011AGL03621OE A 2018027 
17-059484 U US IL OTTAWA           41 25 56.66N 088 45 32.74W T-L TWR            1 00078 00680 N 4 D N 2012AGL02348OE A 2018027 
17-059231 U US IL OTTAWA           41 25 58.64N 088 45 34.60W T-L TWR            1 00078 00677 N 4 D N 2011AGL03622OE A 2018029 
17-025040 O US IL MOLINE           41 25 58.88N 090 27 37.92W TANK               1 00091 00800 R 2 A U                A 2013235 
17-026792 O US IL ANALUISA         41 25 59.44N 090 43 07.98W TOWER              1 00199 00884 N 1 A N 2012AGL02538OE A 2013312 
17-081869 U US IL UNIVERSITY PARK  41 26 02.27N 087 44 28.18W T-L TWR            1 00075 00850 N 4 D N 2019AGL19802OE A 2021124 
17-025074 O US IL MOLINE           41 26 03.83N 090 28 55.56W BLDG               1 00023 00710 U 2 C U                A 2013235 
17-020069 O US IL MOLINE           41 26 04.51N 090 29 56.84W TOWER              1 00116 00803 R 1 A P 2007AGL00364OE C 2017179 
17-063031 U US IL MORRIS           41 26 05.00N 088 25 24.00W BRIDGE             1 00017 00600 N 4 D N 2016AGL08104OE A 2018024 
17-025042 O US IL MOLINE           41 26 05.53N 090 28 40.72W T-L TWR            1 00129 00721 R 1 A U                A 2013235 
17-029814 O US IL CHANNAHON        41 26 07.40N 088 11 00.00W TOWER              1 00500 01066 R 5 D P 2015AGL13248OE A 2015350 
17-001744 O US IL MOLINE           41 26 09.00N 090 30 48.00W TOWER              1 00102 00762 R 1 A U                C 2014138 
17-025043 O US IL MOLINE           41 26 09.44N 090 30 45.67W TOWER              1 00086 00754 R 1 A U                A 2013235 
17-002782 O US IL GENESEO          41 26 12.25N 090 12 17.71W TOWER              1 00358 01084 D 1 A N 2008AGL05360OE C 2010015 
17-063032 U US IL MORRIS           41 26 13.00N 088 25 24.00W BRIDGE             1 00017 00601 N 4 D N 2016AGL08105OE A 2018024 
17-085128 U US IL MORRIS           41 26 13.60N 088 25 41.72W BLDG               1 00050 00637 U 4 D U 2020AGL17613OE A 2022289 
17-085129 U US IL MORRIS           41 26 13.81N 088 25 32.79W BLDG               1 00050 00637 U 4 D U 2020AGL17614OE A 2022303 
17-022398 O US IL COAL VALLEY      41 26 14.10N 090 28 32.10W T-L TWR            1 00149 00738 R 2 C N 2012AGL09436OE A 2012338 
17-001541 O US IL MANHATTAN        41 26 17.00N 087 58 54.00W TOWER              1 00237 00918 M 4 D N 1997AGL00299OE C 2014138 
17-025044 O US IL MOLINE           41 26 17.98N 090 28 22.97W T-L TWR            1 00100 00780 R 1 B U                A 2013235 
17-020847 U US IL MILAN            41 26 18.27N 090 31 52.19W TOWER              1 00103 00689 N 4 D N 2022AGL01975OE C 2023342 
17-001747 O US IL MOLINE           41 26 22.00N 090 27 42.00W T-L TWR            1 00100 00800 U 1 A U                C 2014138 
17-000120 O US IL NORWAY           41 26 22.23N 088 39 10.04W TOWER              1 00265 01008 D 2 C N 2006AGL00940OE C 2006232 
17-006123 U US IL GENESEO          41 26 23.12N 090 09 18.43W TOWER              1 00164 00794 U     U                C 2005345 
17-003294 O US IL COLONA           41 26 23.49N 090 21 05.84W TOWER              1 00198 00898 N 2 C N 2003AGL07608OE C 2004144 
17-080026 U US IL COAL VALLEY      41 26 26.43N 090 28 04.67W BLDG               1 00028 00716 N 4 D N 2020AGL13333OE A 2021089 
17-025045 O US IL MOLINE           41 26 27.36N 090 29 14.54W BLDG               1 00026 00627 U 1 A U                A 2013235 
17-029004 O US IL MILAN            41 26 27.40N 090 34 10.27W TANK               1 00113 00741 N 1 A N 2010AGL05167OE A 2015070 
17-029825 O US IL MILAN            41 26 27.99N 090 34 10.50W TOWER              1 00135 00759 N 1 A N 2022AGL15638OE C 2023229 
17-001284 O US IL NORWAY           41 26 30.00N 088 37 46.00W TOWER              1 00210 00965 R 5 D M 1977AGL01270OE C 2014138 
17-006124 U US IL MILAN            41 26 30.00N 090 36 40.00W TOWER              1 00125 00695 U     U                A 1976072 
17-021394 O US IL SENECA           41 26 30.20N 088 38 05.40W TOWER              1 00224 00978 D 5 D N 2010AGL06811OE A 2011159 
17-000841 O US IL ELWOOD           41 26 31.00N 088 07 38.00W STACK              1 00247 00850 R 5 D M 1974AGL01062OE C 2014138 
17-085074 U US IL UNIVERSITY PARK  41 26 31.27N 087 45 02.52W TOWER              1 00105 00881 N 4 D N 2020AGL15316OE A 2022322 
17-063033 U US IL MORRIS           41 26 32.00N 088 25 24.00W BRIDGE             1 00017 00600 N 4 D N 2016AGL08107OE A 2018024 
17-025046 O US IL MOLINE           41 26 32.92N 090 30 33.55W CTRL TWR           1 00107 00688 R 1 A U                A 2013235 
17-059394 U US IL COAL VALLEY      41 26 34.83N 090 27 51.64W BLDG               1 00022 00700 N 4 D N 2012AGL01814OE A 2018024 
17-021707 O US IL COAL VALLEY      41 26 35.07N 090 27 54.07W BLDG               1 00020 00701 N 5 D N 2011AGL00990OE A 2011224 
17-059408 U US IL COAL VALLEY      41 26 35.26N 090 27 51.65W BLDG               1 00022 00700 N 4 D N 2012AGL01813OE A 2018024 
17-029839 O US IL ELWOOD           41 26 35.65N 088 04 15.33W TOWER              1 00188 00813 N 5 D N 2015AGL15328OE A 2016005 
17-060402 U US IL COAL VALLEY      41 26 36.14N 090 27 48.90W BLDG               1 00030 00705 N 4 D N 2014AGL03132OE A 2018024 
17-060409 U US IL COAL VALLEY      41 26 36.43N 090 27 48.66W BLDG               1 00030 00705 N 4 D N 2014AGL03131OE A 2018024 
17-031083 U US IL COAL VALLEY      41 26 36.90N 090 27 53.75W BLDG               1 00020 00701 N 4 D N 2013AGL03922OE A 2016346 
17-031095 U US IL COAL VALLEY      41 26 37.34N 090 27 48.52W BLDG               1 00017 00694 N 4 D N 2014AGL05865OE A 2016352 
17-025076 O US IL MOLINE           41 26 38.30N 090 29 11.91W TOWER              1 00141 00712 U 2 C U                A 2013235 
17-031097 U US IL COAL VALLEY      41 26 38.32N 090 27 48.20W BLDG               1 00028 00706 N 4 D N 2015AGL03951OE A 2016352 
17-059485 U US IL COAL VALLEY      41 26 38.84N 090 27 50.51W BLDG               1 00023 00702 N 4 D N 2012AGL02882OE A 2018024 
17-059506 U US IL COAL VALLEY      41 26 39.27N 090 27 50.17W BLDG               1 00023 00702 N 4 D N 2012AGL02881OE A 2018024 
17-030999 U US IL COAL VALLEY      41 26 39.32N 090 27 48.46W BLDG               1 00020 00699 N 4 D N 2011AGL04167OE A 2016308 
17-025071 O US IL MOLINE           41 26 39.65N 090 29 54.57W POLE               1 00010 00584 R 2 C U                A 2013235 
17-003550 O US IL MOLINE           41 26 39.69N 090 29 01.56W BLDG               1 00028 00607 N 5 D N 2005AGL02546OE C 2006162 
17-021631 O US IL COAL VALLEY      41 26 39.88N 090 27 48.48W BLDG               1 00031 00709 N 5 D N 2010AGL06064OE A 2011207 
17-021634 O US IL COAL VALLEY      41 26 40.02N 090 27 50.65W BLDG               1 00027 00705 N 5 D N 2010AGL04382OE A 2011207 
17-060583 U US IL MONEE            41 26 40.13N 087 53 09.73W TOWER              1 00195 00934 N 1 A N 2014AGL06942OE A 2018024 
17-002677 O US IL FRANKFORT        41 26 40.70N 087 53 06.59W TOWER              1 00260 01000 D 1 A N 2013AGL06749OE C 2014107 
17-063034 U US IL MORRIS           41 26 41.00N 088 25 25.00W BRIDGE             1 00017 00605 N 4 D N 2016AGL08108OE A 2018024 
17-060014 U US IL COAL VALLEY      41 26 41.03N 090 27 48.46W BLDG               1 00015 00689 N 4 D N 2013AGL04454OE A 2018024 
17-060024 U US IL COAL VALLEY      41 26 41.25N 090 27 48.29W BLDG               1 00015 00689 N 4 D N 2013AGL04453OE A 2018024 
