  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
17-075719 U US IL DECATUR          39 52 11.80N 088 56 17.48W T-L TWR            1 00092 00772 N 4 D N 2020AGL04120OE A 2020335 
17-079932 U US IL DECATUR          39 52 11.91N 088 56 12.53W T-L TWR            1 00107 00786 N 4 D N 2020AGL04121OE A 2021068 
17-001642 O US IL DECATUR          39 52 11.96N 088 53 27.65W STACK              1 00324 01001 M 1 A N 1985AGL01171OE C 2014055 
17-023463 O US IL DECATUR          39 52 12.23N 088 53 08.85W TANK               1 00094 00757 U 1 B U                A 2013235 
17-087024 U US IL DECATUR          39 52 12.39N 088 52 59.91W UTILITY POLE       1 00050 00717 N 4 D N 2023AGL11454OE A 2023221 
17-073973 O US IL NEWMAN           39 52 12.48N 088 00 15.68W WINDMILL           1 00650 01330 W 4 D W 2018WTE03522OE C 2020162 
17-073974 O US IL NEWMAN           39 52 13.32N 088 00 42.98W WINDMILL           1 00650 01325 W 4 D W 2018WTE03523OE C 2020211 
17-087023 U US IL DECATUR          39 52 13.32N 088 52 58.92W UTILITY POLE       1 00050 00722 N 4 D N 2023AGL11453OE A 2023221 
17-086857 U US IL DECATUR          39 52 14.01N 088 52 58.94W UTILITY POLE       1 00046 00719 N 4 D N 2022AGL22884OE A 2023146 
17-075697 U US IL DECATUR          39 52 14.27N 088 56 43.65W T-L TWR            1 00107 00786 N 4 D N 2020AGL04113OE A 2020321 
17-074003 O US IL NEWMAN           39 52 14.72N 088 04 38.88W WINDMILL           1 00599 01263 W 4 D W 2018WTE11790OE C 2020210 
17-074001 O US IL NEWMAN           39 52 14.72N 088 03 48.35W WINDMILL           1 00599 01267 W 4 D W 2018WTE11788OE C 2020213 
17-086856 U US IL DECATUR          39 52 14.98N 088 52 58.98W UTILITY POLE       1 00041 00715 N 4 D N 2022AGL22883OE A 2023146 
17-000145 O US IL DECATUR          39 52 15.00N 088 57 30.00W TOWER              1 00196 00861 U 9 I U                C 2014138 
17-001649 O US IL BUFFALO          39 52 16.00N 089 24 52.00W TOWER              1 00286 00921 R 5 D M 1992AGL00518OE C 2014138 
17-002152 O US IL DECATUR          39 52 16.00N 088 56 26.00W TOWER              1 00260 00940 R 5 D M 1987AGL01692OE C 2014138 
17-087022 U US IL DECATUR          39 52 16.18N 088 52 59.02W UTILITY POLE       1 00041 00716 N 4 D N 2023AGL11452OE A 2023221 
17-022610 O US IL DECATUR          39 52 17.10N 088 56 19.30W TOWER              1 00260 00940 R 5 D P 2013AGL00592OE A 2013099 
17-086855 U US IL DECATUR          39 52 17.17N 088 52 59.05W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22881OE A 2023146 
17-074002 O US IL NEWMAN           39 52 17.28N 088 04 22.06W WINDMILL           1 00599 01264 W 4 D W 2018WTE11789OE C 2020211 
17-075696 U US IL DECATUR          39 52 18.08N 088 56 43.81W T-L TWR            1 00107 00788 N 4 D N 2020AGL04112OE A 2020321 
17-086854 U US IL DECATUR          39 52 18.17N 088 52 59.08W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22880OE A 2023146 
17-086853 U US IL DECATUR          39 52 19.17N 088 52 59.11W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22879OE A 2023146 
17-086852 U US IL DECATUR          39 52 20.25N 088 52 59.15W UTILITY POLE       1 00041 00719 N 4 D N 2022AGL22878OE A 2023146 
17-074000 O US IL NEWMAN           39 52 20.45N 088 03 32.56W WINDMILL           1 00599 01269 W 4 D W 2018WTE11787OE C 2020212 
17-060738 U US IL DECATUR          39 52 21.20N 088 49 20.60W POLE               1 00063 00762 N 4 D N 2014AGL12945OE A 2018026 
17-086851 U US IL DECATUR          39 52 21.41N 088 52 59.18W UTILITY POLE       1 00041 00719 N 4 D N 2022AGL22877OE A 2023146 
17-080032 U US IL DECATUR          39 52 22.29N 088 57 02.08W T-L TWR            1 00122 00794 N 4 D N 2020AGL04145OE A 2021089 
17-086850 U US IL DECATUR          39 52 22.54N 088 52 59.22W UTILITY POLE       1 00041 00719 N 4 D N 2022AGL22876OE A 2023146 
17-075695 U US IL DECATUR          39 52 22.91N 088 56 44.00W T-L TWR            1 00107 00785 N 4 D N 2020AGL04111OE A 2020321 
17-086849 U US IL DECATUR          39 52 23.65N 088 52 59.25W UTILITY POLE       1 00041 00719 N 4 D N 2022AGL22875OE A 2023146 
17-086848 U US IL DECATUR          39 52 24.75N 088 52 59.28W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22874OE A 2023146 
17-075817 U US IL DECATUR          39 52 24.90N 088 57 00.10W T-L TWR            1 00117 00792 N 4 D N 2020AGL04106OE A 2021008 
17-080035 U US IL DECATUR          39 52 24.93N 088 56 55.93W T-L TWR            1 00112 00785 N 4 D N 2020AGL04107OE A 2021089 
17-075692 U US IL DECATUR          39 52 24.99N 088 56 51.67W T-L TWR            1 00107 00780 N 4 D N 2020AGL04108OE A 2020321 
17-001851 O US IL QUINCY           39 52 25.00N 091 23 49.00W TOWER              1 00225 00703 M 5 D N 1989AGL01361OE C 2014138 
17-075694 U US IL DECATUR          39 52 25.02N 088 56 44.09W T-L TWR            1 00102 00781 N 4 D N 2020AGL04110OE A 2020321 
17-075693 U US IL DECATUR          39 52 25.04N 088 56 47.46W T-L TWR            1 00102 00781 N 4 D N 2020AGL04109OE A 2020321 
17-078092 U US IL DECATUR          39 52 25.06N 088 57 02.23W T-L TWR            1 00102 00775 N 4 D N 2020AGL04105OE A 2021041 
17-086847 U US IL DECATUR          39 52 25.74N 088 52 59.31W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22873OE A 2023146 
17-086846 U US IL DECATUR          39 52 27.07N 088 52 59.35W UTILITY POLE       1 00041 00718 N 4 D N 2022AGL22872OE A 2023146 
17-074193 U US IL DECATUR          39 52 27.11N 088 54 51.77W T-L TWR            1 00075 00741 N 4 D N 2019AGL04369OE A 2019353 
17-074194 U US IL DECATUR          39 52 27.16N 088 54 48.08W T-L TWR            1 00080 00747 N 4 D N 2019AGL04370OE A 2019353 
17-074195 U US IL DECATUR          39 52 27.21N 088 54 44.55W T-L TWR            1 00075 00742 N 4 D N 2019AGL04371OE A 2019353 
17-074196 U US IL DECATUR          39 52 27.27N 088 54 40.87W T-L TWR            1 00076 00743 N 4 D N 2019AGL04372OE A 2019353 
17-074197 U US IL DECATUR          39 52 27.63N 088 54 25.20W T-L TWR            1 00076 00745 N 4 D N 2019AGL04373OE A 2019346 
17-086845 U US IL DECATUR          39 52 28.12N 088 52 59.38W UTILITY POLE       1 00041 00717 N 4 D N 2022AGL22871OE A 2023146 
17-028756 O US IL DECATUR          39 52 28.28N 088 58 01.79W TOWER              1 00163 00813 N 1 A N 2013AGL06590OE A 2014231 
17-082713 O US IL LIBERTY          39 52 28.34N 091 07 00.19W TOWER              1 00260 01009 D 1 A N 2020AGL16870OE A 2021141 
17-086844 U US IL DECATUR          39 52 29.18N 088 52 59.42W UTILITY POLE       1 00041 00716 N 4 D N 2022AGL22870OE A 2023146 
17-006239 U US IL DECATUR          39 52 30.00N 088 55 41.00W TANK               1 00170 00835 U     U                C 1996225 
17-086843 U US IL DECATUR          39 52 30.23N 088 52 59.44W UTILITY POLE       1 00041 00715 N 4 D N 2022AGL22869OE A 2023146 
17-086842 U US IL DECATUR          39 52 31.43N 088 52 59.55W UTILITY POLE       1 00041 00717 N 4 D N 2022AGL22868OE A 2023146 
17-086841 U US IL DECATUR          39 52 32.47N 088 52 59.55W UTILITY POLE       1 00041 00717 N 4 D N 2022AGL22867OE A 2023146 
17-086840 U US IL DECATUR          39 52 33.91N 088 52 59.55W UTILITY POLE       1 00050 00728 N 4 D N 2022AGL22866OE A 2023146 
17-086839 U US IL DECATUR          39 52 34.20N 088 52 59.55W UTILITY POLE       1 00050 00729 N 4 D N 2022AGL22865OE A 2023146 
17-000685 O US IL HARRIS           39 52 35.25N 089 00 55.92W TOWER              1 00317 01008 D 2 C N 2003AGL06337OE C 2004270 
17-020686 O US IL PLEASANT PLAINS  39 52 35.26N 089 54 54.28W TOWER              1 00258 00865 D 5 D N 2008AGL05822OE C 2010019 
17-073976 O US IL NEWMAN           39 52 36.90N 088 01 50.18W WINDMILL           1 00650 01325 W 4 D W 2018WTE03525OE C 2020161 
17-073998 O US IL NEWMAN           39 52 36.93N 088 02 07.20W WINDMILL           1 00599 01274 W 4 D W 2018WTE11785OE C 2020183 
17-000332 O US IL PLEASANT PLAINS  39 52 37.00N 089 55 29.00W TOWER              1 00318 00938 R 5 D M 1977AGL00539OE C 2014138 
17-073999 O US IL NEWMAN           39 52 37.19N 088 02 24.27W WINDMILL           1 00599 01275 W 4 D W 2018WTE11786OE C 2020177 
17-074177 U US IL DECATUR          39 52 38.62N 088 57 02.36W T-L TWR            1 00123 00795 N 4 D N 2017AGL12603OE A 2019339 
17-073997 O US IL NEWMAN           39 52 39.46N 087 58 54.39W WINDMILL           1 00599 01283 W 4 D W 2018WTE11784OE C 2020253 
17-073975 O US IL NEWMAN           39 52 39.54N 088 01 16.76W WINDMILL           1 00650 01330 W 4 D W 2018WTE03524OE C 2020171 
17-073972 O US IL NEWMAN           39 52 39.70N 087 58 33.40W WINDMILL           1 00650 01340 W 4 D W 2018WTE03520OE C 2020254 
17-073971 O US IL NEWMAN           39 52 39.81N 087 58 09.64W WINDMILL           1 00650 01340 W 4 D W 2018WTE03519OE C 2020196 
17-073996 O US IL NEWMAN           39 52 39.98N 087 56 56.69W WINDMILL           1 00599 01300 W 4 D W 2018WTE11783OE C 2020238 
17-073970 O US IL NEWMAN           39 52 40.01N 087 57 46.01W WINDMILL           1 00650 01345 W 4 D W 2018WTE03518OE C 2020196 
17-073969 O US IL NEWMAN           39 52 40.20N 087 57 20.97W WINDMILL           1 00650 01345 W 4 D W 2018WTE03517OE C 2020212 
17-000157 O US IL DECATUR          39 52 41.00N 088 56 31.00W TOWER              1 00466 01148 R 2 D M 1997AGL00077OE C 2014138 
17-030108 O US IL MARBLEHEAD       39 52 41.43N 091 21 16.87W T-L TWR            1 00100 00757 N 5 E N 2015AGL00504OE A 2016080 
17-006241 U US IL DECATUR          39 52 42.00N 088 54 41.00W TANK               1 00165 00835 U     U                C 1996225 
17-060795 U US IL MARBLEHEAD       39 52 42.15N 091 21 17.06W T-L TWR            1 00090 00745 N 4 D N 2015AGL00505OE A 2018027 
17-003876 U US IL VILLA GROVE      39 52 42.60N 088 11 50.78W TOWER              1 00445 01104 D 4 D N 2007AGL00988OE C 2014124 
17-060798 U US IL MARBLEHEAD       39 52 43.55N 091 20 56.10W T-L TWR            1 00100 00728 N 4 D N 2015AGL00501OE A 2018027 
17-060792 U US IL MARBLEHEAD       39 52 43.61N 091 21 09.89W T-L TWR            1 00125 00790 N 4 D N 2015AGL00503OE A 2018027 
17-030107 O US IL MARBLEHEAD       39 52 43.71N 091 21 02.31W T-L TWR            1 00115 00763 N 5 E N 2015AGL00502OE A 2016080 
17-060796 U US IL MARBLEHEAD       39 52 44.04N 091 20 56.09W T-L TWR            1 00110 00735 N 4 D N 2015AGL00508OE A 2018027 
17-060645 U US IL QUINCY           39 52 44.16N 091 21 16.47W T-L TWR            1 00089 00746 N 4 D N 2014AGL07400OE A 2018029 
17-060793 U US IL MARBLEHEAD       39 52 44.60N 091 21 10.17W T-L TWR            1 00110 00777 N 4 D N 2015AGL00506OE A 2018027 
17-060799 U US IL MARBLEHEAD       39 52 44.71N 091 21 02.31W T-L TWR            1 00110 00749 N 4 D N 2015AGL00507OE A 2018027 
17-079830 O US IL ARENZVILLE       39 52 45.55N 090 21 50.28W TOWER              1 00265 00843 D 1 A N 2020AGL16685OE A 2021049 
17-029502 O US IL QUINCY           39 52 46.66N 091 21 16.52W T-L TWR            1 00061 00725 N 5 E N 2014AGL07397OE A 2015300 
17-029503 O US IL QUINCY           39 52 46.68N 091 21 11.20W T-L TWR            1 00057 00724 N 5 E N 2014AGL07398OE A 2015295 
17-020429 O US IL CERRO GORDO      39 52 46.71N 088 44 45.56W TOWER              1 00258 00983 D 1 A N 2008AGL02628OE C 2014325 
17-022428 O US IL OAKLEY           39 52 47.07N 088 49 17.53W TOWER              1 00200 00883 N 1 D N 2012AGL02470OE C 2014056 
17-060684 U US IL QUINCY           39 52 47.18N 091 21 29.51W T-L TWR            1 00061 00710 N 4 D N 2014AGL07394OE A 2018029 
17-060644 U US IL QUINCY           39 52 47.20N 091 21 25.01W T-L TWR            1 00057 00708 N 4 D N 2014AGL07395OE A 2018029 
17-060685 U US IL QUINCY           39 52 47.22N 091 21 20.51W T-L TWR            1 00057 00712 N 4 D N 2014AGL07396OE A 2018029 
17-074176 U US IL DECATUR          39 52 50.65N 088 57 01.97W T-L TWR            1 00108 00779 N 4 D N 2017AGL12601OE A 2019339 
17-002279 O US IL SPRINGFIELD      39 52 53.45N 089 37 46.36W TOWER              1 00145 00712 N 1 A N 2008AGL06394OE C 2010015 
17-023488 O US IL DECATUR          39 52 55.78N 088 53 09.22W T-L TWR            1 00078 00752 U 1 A U                A 2013235 
17-030084 O US IL CERRO GORDO      39 52 55.90N 088 46 26.10W TOWER              1 00063 00745 N 5 D N 2014AGL12939OE A 2016068 
17-023489 O US IL DECATUR          39 52 57.33N 088 52 07.49W T-L TWR            1 00069 00722 U 1 A U                A 2013235 
17-003582 O US IL ASHLAND          39 52 57.56N 090 00 43.99W TOWER              1 00265 00897 D 1 A N 2006AGL05226OE C 2006246 
17-001533 O US IL ALLERTON         39 52 58.00N 087 55 11.00W TOWER              1 00450 01180 R 5 D M 2000AGL01136OE C 2003173 
17-074175 U US IL DECATUR          39 53 02.72N 088 57 01.65W T-L TWR            1 00118 00771 N 4 D N 2017AGL12599OE A 2019339 
17-003121 O US IL DECATUR          39 53 05.00N 088 54 23.00W TOWER              1 00269 00936 D 2 C N 2001AGL08298OE C 2003327 
17-074308 U US IL DECATUR          39 53 10.50N 088 57 01.67W T-L TWR            1 00103 00746 N 4 D N 2017AGL12598OE A 2020008 
17-021743 O US IL OREANA           39 53 15.38N 088 52 37.44W TOWER              1 00200 00881 N 2 C N 2010AGL06220OE A 2011222 
17-020640 O US IL PLEASANT PLAINS  39 53 16.90N 089 47 47.70W TOWER              1 00260 00842 D 1 A N 2016AGL10421OE C 2016273 
17-074307 U US IL DECATUR          39 53 18.59N 088 57 01.79W T-L TWR            1 00103 00754 N 4 D N 2017AGL12597OE A 2020008 
17-001457 O US IL QUINCY           39 53 19.10N 091 25 25.80W TOWER              1 00271 00733 R 4 D P 2009AGL04940OE C 2010007 
17-006242 U US IL CERRO GORDO      39 53 24.00N 088 43 46.00W TANK               1 00140 00883 U     U                C 1996330 
17-074174 U US IL DECATUR          39 53 25.44N 088 57 01.95W T-L TWR            1 00103 00761 N 4 D N 2017AGL12596OE A 2019339 
17-028774 O US IL DECATUR          39 53 26.10N 088 54 58.07W TOWER              1 00163 00834 N 1 A N 2013AGL06589OE A 2014239 
17-000260 O US IL QUINCY           39 53 28.90N 091 25 24.90W TOWER              1 00271 00733 R 4 D P 2009AGL04941OE C 2010016 
17-074306 U US IL DECATUR          39 53 33.38N 088 57 01.96W T-L TWR            1 00108 00769 N 4 D N 2017AGL12594OE A 2020008 
17-068621 U US IL LIBERTY          39 53 34.46N 091 13 58.71W TOWER              1 00179 00887 N 4 D N 2018AGL20346OE A 2019008 
17-028729 O US IL DECATUR          39 53 35.81N 088 53 28.08W TOWER              1 00195 00878 N 1 A N 2013AGL11160OE A 2014220 
17-020840 O US IL CERRO CORDO      39 53 38.86N 088 43 30.55W TOWER              1 00258 00990 D 5 D N 2008AGL07115OE C 2012228 
17-075494 O US IL LONGVIEW         39 53 39.10N 088 05 30.04W TOWER              1 00263 00941 D 4 D N 2019AGL14523OE A 2020302 
17-074186 U US IL DECATUR          39 53 40.49N 088 58 09.28W T-L TWR            1 00098 00751 N 4 D N 2017AGL12586OE A 2019345 
17-074636 U US IL DECATUR          39 53 40.57N 088 57 59.60W T-L TWR            1 00103 00754 N 4 D N 2017AGL12587OE A 2020078 
17-074637 U US IL DECATUR          39 53 40.79N 088 57 50.09W T-L TWR            1 00098 00763 N 4 D N 2017AGL12588OE A 2020078 
17-020685 O US IL ASHLAND          39 53 40.80N 090 01 23.95W TOWER              1 00258 00889 D 5 D N 2008AGL05823OE C 2010019 
17-074638 U US IL DECATUR          39 53 41.01N 088 57 40.32W T-L TWR            1 00108 00775 N 4 D N 2017AGL12589OE A 2020078 
17-074639 U US IL DECATUR          39 53 41.23N 088 57 29.98W T-L TWR            1 00113 00780 N 4 D N 2017AGL12590OE A 2020078 
17-074305 U US IL DECATUR          39 53 41.92N 088 57 02.45W T-L TWR            1 00108 00776 N 4 D N 2017AGL12593OE A 2020008 
17-029792 O US IL QUINCY           39 53 43.00N 091 22 54.99W TOWER              1 00189 00812 N 5 D N 2013AGL09521OE A 2015348 
17-002665 O US IL SHERMAN          39 53 44.00N 089 37 16.00W TANK               1 00119 00710 N 2 C N 1998AGL01637OE C 2014138 
17-074173 U US IL DECATUR          39 53 47.59N 088 58 08.97W T-L TWR            1 00100 00730 N 4 D N 2017AGL12585OE A 2019339 
17-006074 U US IL RIDGE FARM       39 53 48.00N 087 36 25.00W TOWER              1 00180 00911 U     U                A 1976072 
17-075332 O US IL RIVERTON         39 53 50.70N 089 29 55.60W GRAIN ELEVATOR     1 00210 00790 D 4 D N 2020AGL04019OE A 2020267 
17-029112 O US IL RIDGE FARM       39 53 55.07N 087 39 35.65W TOWER              1 00255 00950 D 1 A N 2014AGL09824OE A 2015110 
17-074172 U US IL DECATUR          39 53 55.26N 088 58 09.22W T-L TWR            1 00073 00724 N 4 D N 2017AGL12584OE A 2019339 
17-002628 O US IL SHERMAN          39 53 58.00N 089 35 48.00W TOWER              1 00131 00710 N 5 D N 1999AGL03783OE C 2014138 
17-003110 O US IL PESOTUM          39 54 06.00N 088 19 02.00W TOWER              1 00361 01057 D 2 C N 2003AGL00084OE C 2003313 
17-074171 U US IL DECATUR          39 54 06.33N 088 58 09.58W T-L TWR            1 00093 00754 N 4 D N 2017AGL12582OE A 2019339 
17-002834 O US IL DECATUR          39 54 08.10N 088 56 43.80W TOWER              1 00200 00868 N 5 D N 2012AGL06228OE C 2012361 
17-001366 O US IL QUINCY           39 54 11.00N 091 24 40.00W ELEVATOR           2 00246 00723 R 5 D N 1982AGL01207OE C 2014138 
17-003500 O US IL SALISBURY        39 54 20.72N 089 48 44.32W TOWER              1 00256 00856 D 1 A N 2005AGL05284OE C 2006106 
17-074187 U US IL DECATUR          39 54 20.96N 088 58 09.72W T-L TWR            1 00098 00763 N 4 D N 2017AGL12580OE A 2019345 
17-021805 O US IL MILMINE          39 54 23.00N 088 39 11.00W TOWER              1 00212 00921 D 5 D N 2011AGL02325OE A 2011271 
17-002034 O US IL PAXTON           39 54 24.00N 088 16 35.00W TOWER              1 00310 01019 R 3 C M 1992AGL00842OE C 2014138 
17-000411 O US IL PESOTUM          39 54 27.00N 088 16 44.00W TOWER              1 00370 01080 D 4 D N 1998AGL03291OE C 2014138 
17-074170 U US IL DECATUR          39 54 30.22N 088 58 09.74W T-L TWR            1 00093 00766 N 4 D N 2017AGL12579OE A 2019339 
17-001686 O US IL BEMENT           39 54 32.00N 088 32 12.00W TOWER              1 00255 00925 R 5 D M 1986AGL02273OE C 2014138 
17-062901 U US IL SHERMAN          39 54 34.77N 089 38 25.04W TOWER              1 00110 00710 N 4 D N 2017AGL11384OE A 2017265 
17-003020 O US IL ATHENS           39 54 35.00N 089 43 01.00W TOWER              1 00325 00925 M 5 D N 2000AGL08932OE C 2003075 
17-002131 O US IL SIDELL           39 54 35.98N 087 48 07.44W TOWER              1 00299 00971 M 1 A N 2016AGL05173OE C 2016196 
17-074169 U US IL DECATUR          39 54 37.89N 088 58 09.86W T-L TWR            1 00088 00741 N 4 D N 2017AGL12578OE A 2019339 
17-006075 U US IL SIDELL           39 54 40.00N 087 49 45.00W TOWER              1 00100 00710 U     U                A 1976072 
17-022598 O US IL QUINCY           39 54 44.65N 091 24 41.84W TOWER              1 00199 00685 N 2 C N 2012AGL10942OE A 2013081 
17-074168 U US IL DECATUR          39 54 45.36N 088 58 09.98W T-L TWR            1 00098 00743 N 4 D N 2017AGL12577OE A 2019339 
17-003112 O US IL BEMENT           39 54 50.00N 088 32 20.00W TOWER              1 00275 00946 R 5 D M 2000AGL02595OE C 2003313 
17-074167 U US IL DECATUR          39 54 52.03N 088 58 10.00W T-L TWR            1 00088 00748 N 4 D N 2017AGL12576OE A 2019339 
17-074166 U US IL DECATUR          39 55 00.18N 088 58 10.01W T-L TWR            1 00083 00750 N 4 D N 2017AGL12606OE A 2019339 
17-000945 O US IL BEMENT           39 55 19.00N 088 34 56.00W TOWER              1 00300 00992 M 4 D N 1975AGL00809OE C 2014138 
17-002819 O US IL WILLIAMSVILLE    39 55 28.00N 089 34 12.00W TOWER              1 00190 00783 N 2 B N 2000AGL03610OE C 2001337 
17-001136 O US IL BEMENT           39 55 34.00N 088 35 42.00W TOWER              1 00319 01016 M 2 C N 2002AGL01127OE C 2003173 
17-006076 U US IL QUINCY           39 55 39.00N 091 24 22.00W TOWER              1 00120 00675 U     U                A 1976072 
17-020962 O US IL QUINCY           39 55 49.71N 091 22 27.60W TOWER              1 00138 00778 N 5 D N 2010AGL00808OE A 2010259 
17-021660 O US IL OREANA           39 55 50.00N 088 51 41.00W TOWER              1 00170 00850 N 5 D N 2010AGL06473OE A 2011214 
17-002478 O US IL QUINCY           39 55 51.00N 091 19 55.00W TOWER              1 00420 01137 M 1 A N 1997AGL04315OE C 2014138 
17-003807 O US IL CORNLAND         39 55 54.68N 089 24 17.18W TOWER              1 00250 00852 D 2 B N 2006AGL07541OE C 2007189 
17-020681 O US IL CANTRALL         39 55 55.33N 089 39 59.97W TOWER              1 00258 00851 D 5 D N 2008AGL05831OE C 2010015 
17-020794 O US IL QUINCY           39 55 55.83N 091 19 55.91W TOWER              1 00320 01040 M 5 D N 2009AGL01728OE C 2010145 
17-028614 O US IL QUINCY           39 55 58.10N 091 11 04.84W POLE               1 00021 00788 U 1 B U                A 2014112 
17-001700 O US IL QUINCY           39 55 59.00N 091 25 18.00W BRIDGE             1 00258 00728 S 5 D N 1982AGL00561OE C 2014138 
17-001604 O US IL QUINCY           39 55 59.00N 091 10 57.00W POLE               1 00021 00791 U 2 A U                C 2014138 
17-028596 O US IL QUINCY           39 56 00.05N 091 11 04.87W SIGN               1 00012 00778 U 1 A U                A 2014112 
17-028613 O US IL QUINCY           39 56 00.20N 091 11 06.74W FENCE              1 00012 00777 U 1 B U                A 2014112 
17-028597 O US IL QUINCY           39 56 00.64N 091 11 56.47W FENCE              1 00010 00764 U 1 A U                A 2014112 
17-001694 O US IL QUINCY           39 56 03.00N 091 25 07.00W BRIDGE             1 00270 00740 S 5 D N 1982AGL00561OE C 2014138 
17-028598 O US IL QUINCY           39 56 03.68N 091 12 12.16W POLE               1 00033 00773 U 1 A U                A 2014112 
17-028599 O US IL QUINCY           39 56 06.68N 091 12 12.08W POLE               1 00030 00770 U 1 A U                A 2014112 
17-001750 O US IL QUINCY           39 56 07.00N 091 11 39.00W TOWER              1 00060 00820 R 1 A U                C 2014138 
17-075000 O US IL QUINCY           39 56 08.41N 091 15 23.89W TOWER              1 00125 00829 N 1 A N 2020AGL00784OE A 2020161 
17-028600 O US IL QUINCY           39 56 11.93N 091 11 35.29W BLDG               1 00049 00811 R 1 A U                A 2014112 
17-028601 O US IL QUINCY           39 56 12.55N 091 11 24.25W POLE               1 00009 00773 U 1 A U                A 2014112 
17-028602 O US IL QUINCY           39 56 13.11N 091 11 48.41W TOWER              1 00031 00791 R 1 A U                A 2014112 
17-003323 O US IL WHEELER          39 56 14.90N 088 18 43.30W TOWER              1 00260 00943 M 2 C N 2003AGL05830OE C 2004228 
17-002355 O US IL WILLIAMSVILLE    39 56 17.00N 089 31 42.00W TOWER              1 00417 01003 D 5 D N 2012AGL01565OE C 2012356 
17-028603 O US IL QUINCY           39 56 19.57N 091 11 53.04W POLE               1 00008 00766 U 1 A U                A 2014112 
17-028604 O US IL QUINCY           39 56 20.42N 091 11 38.82W NAVAID             1 00018 00780 R 1 A U                A 2014112 
17-006246 U US IL OREANA           39 56 21.00N 088 51 56.00W TANK               1 00130 00820 U     U                C 1996225 
17-006077 U US IL QUINCY           39 56 23.00N 091 23 12.00W TOWER              1 00126 00746 U     U                A 1976072 
17-006240 U US IL FORSYTH          39 56 26.00N 088 56 47.00W TANK               1 00120 00800 U     U                C 1996225 
17-060726 U US IL MONTICELLO       39 56 26.90N 088 28 50.50W POLE               1 00063 00732 N 4 D N 2014AGL12937OE A 2018026 
17-002287 O US IL KELLERVILLE      39 56 33.00N 090 57 44.00W TOWER              1 00292 01032 R 5 D M 1994AGL02467OE C 2014138 
17-062894 O US IL MAROA            39 56 35.03N 089 04 04.16W WINDMILL           1 00492 01126 W 4 D W 2015WTE02456OE A 2017269 
17-028610 O US IL QUINCY           39 56 38.50N 091 12 12.86W ELEVATOR           1 00066 00817 U 2 C U                A 2014112 
17-028605 O US IL QUINCY           39 56 40.66N 091 11 52.24W POLE               1 00010 00773 U 1 A U                A 2014112 
17-062902 O US IL MAROA            39 56 41.13N 089 03 01.16W WINDMILL           1 00492 01143 W 4 D W 2015WTE02455OE A 2017270 
17-073782 O US IL MT. PULASKI      39 56 41.35N 089 17 48.26W WINDMILL           1 00499 01105 W 4 D W 2019WTE01155OE A 2019290 
17-028606 O US IL QUINCY           39 56 42.83N 091 11 47.28W POLE               1 00023 00784 U 1 A U                A 2014112 
17-062887 O US IL MAROA            39 56 43.64N 089 05 02.92W WINDMILL           1 00492 01117 W 4 D W 2017WTE06925OE C 2017321 
17-073793 O US IL MT. PULASKI      39 56 44.37N 089 18 25.75W WINDMILL           1 00499 01097 W 4 D W 2018WTE11996OE A 2019297 
17-087183 O US IL TALLULA          39 56 45.87N 089 56 22.90W TOWER              1 00265 00887 D 1 A N 2023AGL06535OE A 2023285 
17-028611 O US IL QUINCY           39 56 46.45N 091 12 10.96W FENCE              1 00015 00767 U 1 B U                A 2014112 
17-086318 O US IL COLUMBUS         39 56 53.71N 091 14 34.00W TOWER              1 00211 00940 D 2 C N 2022AGL17771OE A 2023128 
17-028735 O US IL QUINCY           39 56 55.30N 091 21 14.00W TOWER              1 00158 00829 N 2 C N 2011AGL03044OE A 2014224 
17-002815 O US IL OREANA           39 56 56.00N 088 50 13.00W TOWER              1 01351 02035 S 2 C N 2000AGL01178OE C 2002028 
17-073794 O US IL MT. PULASKI      39 56 56.23N 089 19 17.46W WINDMILL           1 00499 01084 W 4 D W 2019WTE01153OE A 2019297 
17-062889 O US IL MAROA            39 56 56.95N 089 04 42.41W WINDMILL           1 00492 01111 W 4 D W 2017WTE06926OE C 2017313 
17-001621 O US IL HERSMAN          39 56 57.00N 090 44 18.00W TOWER              1 00197 00907 N 3 C M                C 2014138 
17-068616 O US IL LINCOLN          39 56 58.04N 089 17 13.53W WINDMILL           1 00492 01103 W 4 D W 2017WTE02634OE A 2019004 
17-062895 O US IL MAROA            39 56 58.51N 089 03 47.51W WINDMILL           1 00492 01124 W 4 D W 2017WTE06934OE C 2017321 
17-028612 O US IL QUINCY           39 56 58.63N 091 12 11.41W FENCE              1 00011 00771 U 1 B U                A 2014112 
17-074178 O US IL MT. PULASKI      39 56 59.00N 089 20 58.05W WINDMILL           1 00499 01098 W 4 D W 2019WTE01167OE A 2020002 
