  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
53-021114 O US WA VANCOUVER        45 37 40.69N 122 38 22.14W BLDG-TWR           1 00027 00176 N 1 A N 2011ANM00202OE A 2011175 
53-000328 O US WA VANCOUVER        45 37 41.00N 122 39 55.00W TOWER              1 00203 00301 R 1 D M 0078_NW00054OE C 2014152 
53-021381 O US WA VANCOUVER        45 37 41.20N 122 40 55.60W TOWER              1 00050 00101 N 5 D N 2010ANM01400OE A 2011306 
53-021383 O US WA VANCOUVER        45 37 41.90N 122 41 13.20W TOWER              1 00050 00103 N 5 D N 2010ANM01396OE A 2011306 
53-021378 O US WA VANCOUVER        45 37 41.90N 122 40 56.60W TOWER              1 00050 00102 N 5 D N 2010ANM01399OE A 2011306 
53-021372 O US WA VANCOUVER        45 37 42.50N 122 41 14.00W TOWER              1 00050 00104 N 5 D N 2010ANM01416OE A 2011306 
53-020311 O US WA CAMAS            45 37 42.60N 122 24 23.37W BLDG               1 00032 00442 N 5 E N 2007ANM02006OE C 2009177 
53-021376 O US WA VANCOUVER        45 37 43.30N 122 41 08.90W TOWER              1 00050 00098 N 5 D N 2010ANM01397OE A 2011306 
53-000671 O US WA BIGGS            45 37 45.00N 120 54 16.00W T-L TWR            2 00105 00928 N 3 D N                C 2014152 
53-127204 U US WA VANCOUVER        45 37 45.20N 122 39 41.50W BLDG               1 00069 00169 N 4 D N 2019ANM08354OE A 2023248 
53-065465 U US WA CAMAS            45 37 45.38N 122 23 29.40W BLDG               1 00014 00430 N 4 D N 2012ANM01570OE A 2017242 
53-020430 O US WA VANCOUVER        45 37 45.80N 122 37 25.40W TOWER              1 00081 00379 N 1 A N 2009ANM01603OE A 2009247 
53-000583 O US WA VANCOUVER        45 37 47.00N 122 36 53.00W TANK               1 00141 00431 L 1 B N                C 2014152 
53-021668 O US WA VANCOUVER        45 37 47.14N 122 40 15.65W BLDG               1 00125 00223 N 1 A N 2011ANM02698OE A 2013007 
53-021178 O US WA VANCOUVER        45 37 47.70N 122 40 57.80W TOWER              1 00085 00147 N 5 D N 2011ANM01023OE A 2011201 
53-117620 U US WA VANCOUVER        45 37 47.80N 122 41 05.90W BLDG-TWR           1 00060 00112 N 4 D N 2018ANM05264OE A 2020171 
53-021434 O US WA VANCOUVER        45 37 49.02N 122 39 59.67W TOWER              1 00072 00173 N 5 D N 2011ANM02059OE A 2011340 
53-132041 U US WA VANCOUVER        45 37 49.29N 122 38 59.49W BLDG               1 00029 00175 N 4 D N 2021ANM00773OE A 2023182 
53-000336 O US WA VANCOUVER        45 37 50.00N 122 40 20.00W BLDG               1 00104 00203 N 5 D U 0079_NW00081OE C 2014152 
53-021790 O US WA PORTLAND         45 37 52.90N 122 39 26.59W POLE               1 00080 00207 U 1 B U                A 2013183 
53-098178 U US WA VANCOUVER        45 37 53.00N 122 39 25.00W POLE               1 00070 00201 N 4 D N 2018ANM01929OE A 2018254 
53-065995 U US WA VANCOUVER        45 37 53.20N 122 40 59.20W BLDG               1 00067 00132 N 4 D N 2014ANM02212OE A 2018024 
53-021657 O US WA VANCOUVER        45 37 53.44N 122 41 38.78W BLDG               1 00339 00376 D 1 A N 2010ANM01842OE A 2012307 
53-098179 U US WA VANCOUVER        45 37 54.00N 122 39 28.00W POLE               1 00070 00201 N 4 D N 2018ANM01930OE A 2018254 
53-000872 O US WA VANCOUVER        45 37 54.00N 122 41 50.00W CRANE              1 00237 00267 N 5 D M 1999ANM01344OE A 2001113 
53-021662 O US WA VANCOUVER        45 37 54.30N 122 40 46.70W TOWER              1 00140 00220 R 5 D N 2012ANM02175OE A 2012353 
53-128536 U US WA CAMAS            45 37 55.00N 122 23 50.00W BLDG               1 00016 00456 N 4 D N 2021ANM03530OE A 2022331 
53-129102 U US WA VANCOUVER        45 37 55.50N 122 31 52.00W BLDG               1 00050 00360 N 4 D N 2021ANM05820OE A 2023019 
53-098181 U US WA VANCOUVER        45 37 56.00N 122 39 24.00W POLE               1 00070 00201 N 4 D N 2018ANM01932OE A 2018254 
